index_time,sectionID,time stamp,delay,density,flow,speed,travel time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
1,1190,2000,-1,181.4,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,2,0
2,1190,3000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,2,0
3,1190,4000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,2,0
4,1190,5000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,2,0
5,1190,10000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,2,0
0,1190,1000,19.53,96.6,138,31.18,31.05,69,5,15,1,3,84,2,1,2,21,28,39,86,2,1,1
1,1190,2000,-1,181.4,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,1,1
2,1190,3000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,1,1
3,1190,4000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,1,1
4,1190,5000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,1,1
5,1190,10000,-1,197.49,0,-1,-1,69,5,15,1,3,84,2,1,2,21,28,39,86,2,1,1
0,1190,1000,19.53,96.6,138,31.18,31.05,69,5,15,1,2,85,2,1,2,21,28,39,86,2,1,1
1,1190,2000,-1,181.4,0,-1,-1,69,5,15,1,2,85,2,1,2,21,28,39,86,2,1,1
2,1190,3000,-1,197.49,0,-1,-1,69,5,15,1,2,85,2,1,2,21,28,39,86,2,1,1
3,1190,4000,-1,197.49,0,-1,-1,69,5,15,1,2,85,2,1,2,21,28,39,86,2,1,1
4,1190,5000,-1,197.49,0,-1,-1,69,5,15,1,2,85,2,1,2,21,28,39,86,2,1,1
5,1190,10000,-1,197.49,0,-1,-1,69,5,15,1,2,85,2,1,2,21,28,39,86,2,1,1
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,2,85,2,1,2,21,28,39,86,2,1,1
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,2,85,2,1,2,21,28,39,86,2,1,1
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,2,85,2,1,2,21,28,39,86,2,1,1
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,2,85,2,1,2,21,28,39,86,2,1,1
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,5,15,2,2,85,2,1,2,21,28,39,86,2,1,1
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,5,15,2,2,85,2,1,2,21,28,39,86,2,1,1
0,1190,1000,55.73,90.81,216,21.78,67.21,67,5,15,3,2,85,2,1,2,21,28,39,86,2,1,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,5,15,3,2,85,2,1,2,21,28,39,86,2,1,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,5,15,3,2,85,2,1,2,21,28,39,86,2,1,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,5,15,3,2,85,2,1,2,21,28,39,86,2,1,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,5,15,3,2,85,2,1,2,21,28,39,86,2,1,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,5,15,3,2,85,2,1,2,21,28,39,86,2,1,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,85,2,1,2,21,28,39,86,2,1,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,85,2,1,2,21,28,39,86,2,1,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,85,2,1,2,21,28,39,86,2,1,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,85,2,1,2,21,28,39,86,2,1,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,85,2,1,2,21,28,39,86,2,1,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,85,2,1,2,21,28,39,86,2,1,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,2,0,2,21,28,39,86,2,1,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,2,0,2,21,28,39,86,2,1,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,2,0,2,21,28,39,86,2,1,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,2,0,2,21,28,39,86,2,1,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,86,2,0,2,21,28,39,86,2,1,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,86,2,0,2,21,28,39,86,2,1,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,2,0,2,21,28,39,86,3,0,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,2,0,2,21,28,39,86,3,0,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,2,0,2,21,28,39,86,3,0,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,2,0,2,21,28,39,86,3,0,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,86,2,0,2,21,28,39,86,3,0,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,86,2,0,2,21,28,39,86,3,0,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,1,1,2,21,28,39,86,3,0,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,1,1,2,21,28,39,86,3,0,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,1,1,2,21,28,39,86,3,0,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,1,1,2,21,28,39,86,3,0,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,86,1,1,2,21,28,39,86,3,0,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,86,1,1,2,21,28,39,86,3,0,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,1,86,1,2,2,21,28,39,86,3,0,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,1,86,1,2,2,21,28,39,86,3,0,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,1,86,1,2,2,21,28,39,86,3,0,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,1,86,1,2,2,21,28,39,86,3,0,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,1,86,1,2,2,21,28,39,86,3,0,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,1,86,1,2,2,21,28,39,86,3,0,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,1,86,1,2,2,21,28,39,85,3,1,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,1,86,1,2,2,21,28,39,85,3,1,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,1,86,1,2,2,21,28,39,85,3,1,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,1,86,1,2,2,21,28,39,85,3,1,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,1,86,1,2,2,21,28,39,85,3,1,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,1,86,1,2,2,21,28,39,85,3,1,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,0,2,2,21,28,39,85,3,1,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,0,2,2,21,28,39,85,3,1,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,0,2,2,21,28,39,85,3,1,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,0,2,2,21,28,39,85,3,1,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,86,0,2,2,21,28,39,85,3,1,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,86,0,2,2,21,28,39,85,3,1,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,0,2,2,21,28,39,85,2,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,0,2,2,21,28,39,85,2,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,0,2,2,21,28,39,85,2,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,0,2,2,21,28,39,85,2,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,2,86,0,2,2,21,28,39,85,2,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,2,86,0,2,2,21,28,39,85,2,1,2
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,0,2,2,21,28,39,85,2,2,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,0,2,2,21,28,39,85,2,2,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,0,2,2,21,28,39,85,2,2,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,0,2,2,21,28,39,85,2,2,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,86,0,2,2,21,28,39,85,2,2,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,86,0,2,2,21,28,39,85,2,2,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,0,2,2,21,28,39,84,3,2,1
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,0,2,2,21,28,39,84,3,2,1
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,0,2,2,21,28,39,84,3,2,1
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,0,2,2,21,28,39,84,3,2,1
4,1190,5000,2355.27,198.54,36,0.26,2366.21,67,4,16,3,2,86,0,2,2,21,28,39,84,3,2,1
5,1190,10000,2779.18,198.6,24,0.22,2790.59,67,4,16,3,2,86,0,2,2,21,28,39,84,3,2,1
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,86,0,2,2,21,28,39,84,3,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,86,0,2,2,21,28,39,84,3,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,86,0,2,2,21,28,39,84,3,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,86,0,2,2,21,28,39,84,3,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,2,86,0,2,2,21,28,39,84,3,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,2,86,0,2,2,21,28,39,84,3,1,2
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,87,0,1,2,21,28,39,84,3,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,87,0,1,2,21,28,39,84,3,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,87,0,1,2,21,28,39,84,3,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,87,0,1,2,21,28,39,84,3,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,2,87,0,1,2,21,28,39,84,3,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,2,87,0,1,2,21,28,39,84,3,1,2
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,3,87,0,0,2,21,28,39,84,3,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,3,87,0,0,2,21,28,39,84,3,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,3,87,0,0,2,21,28,39,84,3,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,3,87,0,0,2,21,28,39,84,3,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,3,87,0,0,2,21,28,39,84,3,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,3,87,0,0,2,21,28,39,84,3,1,2
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,3,87,0,0,3,20,28,39,84,3,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,3,87,0,0,3,20,28,39,84,3,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,3,87,0,0,3,20,28,39,84,3,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,3,87,0,0,3,20,28,39,84,3,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,3,87,0,0,3,20,28,39,84,3,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,3,87,0,0,3,20,28,39,84,3,1,2
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,2,88,0,0,3,20,28,39,84,3,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,2,88,0,0,3,20,28,39,84,3,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,2,88,0,0,3,20,28,39,84,3,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,2,88,0,0,3,20,28,39,84,3,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,2,88,0,0,3,20,28,39,84,3,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,2,88,0,0,3,20,28,39,84,3,1,2
0,1190,1000,55.66,90.81,216,21.79,67.14,67,4,16,3,1,88,1,0,3,20,28,39,84,3,1,2
1,1190,2000,735.02,171.98,66,0.88,746.18,67,4,16,3,1,88,1,0,3,20,28,39,84,3,1,2
2,1190,3000,1171.65,199.24,30,0.52,1182.38,67,4,16,3,1,88,1,0,3,20,28,39,84,3,1,2
3,1190,4000,1714.63,197.21,36,0.36,1726.06,67,4,16,3,1,88,1,0,3,20,28,39,84,3,1,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,67,4,16,3,1,88,1,0,3,20,28,39,84,3,1,2
5,1190,10000,2798.07,199.35,30,0.22,2809.29,67,4,16,3,1,88,1,0,3,20,28,39,84,3,1,2
0,1190,1000,18.76,94.53,144,31.23,30.23,68,4,16,2,1,88,1,0,3,20,28,39,84,3,1,2
1,1190,2000,660.87,176.35,30,0.93,672.51,68,4,16,2,1,88,1,0,3,20,28,39,84,3,1,2
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,4,16,2,1,88,1,0,3,20,28,39,84,3,1,2
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,4,16,2,1,88,1,0,3,20,28,39,84,3,1,2
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,4,16,2,1,88,1,0,3,20,28,39,84,3,1,2
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,4,16,2,1,88,1,0,3,20,28,39,84,3,1,2
0,1190,1000,18.76,94.53,144,31.23,30.23,68,4,16,2,1,88,1,0,3,20,28,39,84,3,0,3
1,1190,2000,660.87,176.35,30,0.93,672.51,68,4,16,2,1,88,1,0,3,20,28,39,84,3,0,3
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,4,16,2,1,88,1,0,3,20,28,39,84,3,0,3
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,4,16,2,1,88,1,0,3,20,28,39,84,3,0,3
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,4,16,2,1,88,1,0,3,20,28,39,84,3,0,3
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,4,16,2,1,88,1,0,3,20,28,39,84,3,0,3
0,1190,1000,18.76,94.53,144,31.23,30.23,68,4,16,2,1,88,1,0,3,20,28,39,84,2,0,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,4,16,2,1,88,1,0,3,20,28,39,84,2,0,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,4,16,2,1,88,1,0,3,20,28,39,84,2,0,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,4,16,2,1,88,1,0,3,20,28,39,84,2,0,4
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,4,16,2,1,88,1,0,3,20,28,39,84,2,0,4
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,4,16,2,1,88,1,0,3,20,28,39,84,2,0,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,4,16,2,0,88,1,1,3,20,28,39,84,2,0,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,4,16,2,0,88,1,1,3,20,28,39,84,2,0,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,4,16,2,0,88,1,1,3,20,28,39,84,2,0,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,4,16,2,0,88,1,1,3,20,28,39,84,2,0,4
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,4,16,2,0,88,1,1,3,20,28,39,84,2,0,4
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,4,16,2,0,88,1,1,3,20,28,39,84,2,0,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,4,16,2,1,87,1,1,3,20,28,39,84,2,0,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,4,16,2,1,87,1,1,3,20,28,39,84,2,0,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,4,16,2,1,87,1,1,3,20,28,39,84,2,0,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,4,16,2,1,87,1,1,3,20,28,39,84,2,0,4
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,4,16,2,1,87,1,1,3,20,28,39,84,2,0,4
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,4,16,2,1,87,1,1,3,20,28,39,84,2,0,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,4,16,2,1,87,1,1,3,20,28,39,84,2,1,3
1,1190,2000,660.87,176.35,30,0.93,672.51,68,4,16,2,1,87,1,1,3,20,28,39,84,2,1,3
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,4,16,2,1,87,1,1,3,20,28,39,84,2,1,3
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,4,16,2,1,87,1,1,3,20,28,39,84,2,1,3
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,4,16,2,1,87,1,1,3,20,28,39,84,2,1,3
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,4,16,2,1,87,1,1,3,20,28,39,84,2,1,3
0,1190,1000,56.49,90.93,216,21.64,67.98,68,4,15,3,1,87,1,1,3,20,28,39,84,2,1,3
1,1190,2000,735.02,171.98,66,0.88,746.18,68,4,15,3,1,87,1,1,3,20,28,39,84,2,1,3
2,1190,3000,1171.65,199.25,30,0.52,1182.38,68,4,15,3,1,87,1,1,3,20,28,39,84,2,1,3
3,1190,4000,1714.63,197.22,36,0.36,1726.06,68,4,15,3,1,87,1,1,3,20,28,39,84,2,1,3
4,1190,5000,2348.02,198.2,42,0.26,2359.01,68,4,15,3,1,87,1,1,3,20,28,39,84,2,1,3
5,1190,10000,2798.07,199.36,30,0.22,2809.29,68,4,15,3,1,87,1,1,3,20,28,39,84,2,1,3
0,1190,1000,26.09,94.17,156,27.56,37.57,69,4,15,2,1,87,1,1,3,20,28,39,84,2,1,3
1,1190,2000,660.78,176.8,24,0.94,672.26,69,4,15,2,1,87,1,1,3,20,28,39,84,2,1,3
2,1190,3000,1289.15,197.12,18,0.47,1301.57,69,4,15,2,1,87,1,1,3,20,28,39,84,2,1,3
3,1190,4000,1869.28,197.36,24,0.33,1880.95,69,4,15,2,1,87,1,1,3,20,28,39,84,2,1,3
4,1190,5000,2603.73,198.23,24,0.24,2614.88,69,4,15,2,1,87,1,1,3,20,28,39,84,2,1,3
5,1190,10000,2670.36,197.81,6,0.23,2681.3,69,4,15,2,1,87,1,1,3,20,28,39,84,2,1,3
0,1190,1000,26.09,94.17,156,27.56,37.57,69,4,15,2,0,87,1,2,3,20,28,39,84,2,1,3
1,1190,2000,660.78,176.8,24,0.94,672.26,69,4,15,2,0,87,1,2,3,20,28,39,84,2,1,3
2,1190,3000,1289.15,197.12,18,0.47,1301.57,69,4,15,2,0,87,1,2,3,20,28,39,84,2,1,3
3,1190,4000,1869.28,197.36,24,0.33,1880.95,69,4,15,2,0,87,1,2,3,20,28,39,84,2,1,3
4,1190,5000,2603.73,198.23,24,0.24,2614.88,69,4,15,2,0,87,1,2,3,20,28,39,84,2,1,3
5,1190,10000,2670.36,197.81,6,0.23,2681.3,69,4,15,2,0,87,1,2,3,20,28,39,84,2,1,3
0,1190,1000,26.09,94.17,156,27.56,37.57,69,4,15,2,0,87,2,1,3,20,28,39,84,2,1,3
1,1190,2000,660.78,176.8,24,0.94,672.26,69,4,15,2,0,87,2,1,3,20,28,39,84,2,1,3
2,1190,3000,1289.15,197.12,18,0.47,1301.57,69,4,15,2,0,87,2,1,3,20,28,39,84,2,1,3
3,1190,4000,1869.28,197.36,24,0.33,1880.95,69,4,15,2,0,87,2,1,3,20,28,39,84,2,1,3
