index_time,sectionID,time stamp,delay,density,flow,speed,travel time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,5,15,2,2,85,3,0,3,20,28,39,81,2,3,4
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,5,15,2,2,85,3,0,3,20,28,39,81,2,3,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,2,85,3,0,2,21,28,39,81,2,3,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,2,85,3,0,2,21,28,39,81,2,3,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,2,85,3,0,2,21,28,39,81,2,3,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,2,85,3,0,2,21,28,39,81,2,3,4
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,5,15,2,2,85,3,0,2,21,28,39,81,2,3,4
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,5,15,2,2,85,3,0,2,21,28,39,81,2,3,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,1,86,3,0,2,21,28,39,81,2,3,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,1,86,3,0,2,21,28,39,81,2,3,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,1,86,3,0,2,21,28,39,81,2,3,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,1,86,3,0,2,21,28,39,81,2,3,4
4,1190,5000,2633.39,200.67,30,0.23,2644.57,68,5,15,2,1,86,3,0,2,21,28,39,81,2,3,4
5,1190,10000,2688.37,197.81,6,0.23,2698.32,68,5,15,2,1,86,3,0,2,21,28,39,81,2,3,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,1,86,3,0,3,21,28,38,81,2,3,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,1,86,3,0,3,21,28,38,81,2,3,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,1,86,3,0,3,21,28,38,81,2,3,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,1,86,3,0,3,21,28,38,81,2,3,4
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,5,15,2,1,86,3,0,3,21,28,38,81,2,3,4
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,5,15,2,1,86,3,0,3,21,28,38,81,2,3,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,1,86,3,0,3,21,28,38,80,2,4,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,1,86,3,0,3,21,28,38,80,2,4,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,1,86,3,0,3,21,28,38,80,2,4,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,1,86,3,0,3,21,28,38,80,2,4,4
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,5,15,2,1,86,3,0,3,21,28,38,80,2,4,4
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,5,15,2,1,86,3,0,3,21,28,38,80,2,4,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,1,86,3,0,3,21,28,38,80,2,3,5
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,1,86,3,0,3,21,28,38,80,2,3,5
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,1,86,3,0,3,21,28,38,80,2,3,5
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,1,86,3,0,3,21,28,38,80,2,3,5
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,5,15,2,1,86,3,0,3,21,28,38,80,2,3,5
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,5,15,2,1,86,3,0,3,21,28,38,80,2,3,5
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,1,86,3,0,3,22,28,37,80,2,3,5
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,1,86,3,0,3,22,28,37,80,2,3,5
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,1,86,3,0,3,22,28,37,80,2,3,5
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,1,86,3,0,3,22,28,37,80,2,3,5
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,5,15,2,1,86,3,0,3,22,28,37,80,2,3,5
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,5,15,2,1,86,3,0,3,22,28,37,80,2,3,5
0,1190,1000,18.76,94.53,144,31.23,30.23,68,5,15,2,1,86,3,0,3,22,28,37,80,2,4,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,5,15,2,1,86,3,0,3,22,28,37,80,2,4,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,5,15,2,1,86,3,0,3,22,28,37,80,2,4,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,5,15,2,1,86,3,0,3,22,28,37,80,2,4,4
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,5,15,2,1,86,3,0,3,22,28,37,80,2,4,4
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,5,15,2,1,86,3,0,3,22,28,37,80,2,4,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,6,14,2,1,86,3,0,3,22,28,37,80,2,4,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,6,14,2,1,86,3,0,3,22,28,37,80,2,4,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,6,14,2,1,86,3,0,3,22,28,37,80,2,4,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,6,14,2,1,86,3,0,3,22,28,37,80,2,4,4
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,6,14,2,1,86,3,0,3,22,28,37,80,2,4,4
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,6,14,2,1,86,3,0,3,22,28,37,80,2,4,4
0,1190,1000,18.76,94.53,144,31.23,30.23,68,6,14,2,1,86,3,0,2,22,28,38,80,2,4,4
1,1190,2000,660.87,176.35,30,0.93,672.51,68,6,14,2,1,86,3,0,2,22,28,38,80,2,4,4
2,1190,3000,1291.37,199.45,18,0.47,1303.29,68,6,14,2,1,86,3,0,2,22,28,38,80,2,4,4
3,1190,4000,1869.53,199.99,24,0.33,1881.56,68,6,14,2,1,86,3,0,2,22,28,38,80,2,4,4
4,1190,5000,2605.6,200.96,24,0.24,2616.41,68,6,14,2,1,86,3,0,2,22,28,38,80,2,4,4
5,1190,10000,2670.36,199.27,6,0.23,2681.3,68,6,14,2,1,86,3,0,2,22,28,38,80,2,4,4
0,1190,1000,56.56,90.94,216,21.64,68.04,68,5,14,3,1,86,3,0,2,22,28,38,80,2,4,4
1,1190,2000,735.02,171.98,66,0.88,746.18,68,5,14,3,1,86,3,0,2,22,28,38,80,2,4,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,68,5,14,3,1,86,3,0,2,22,28,38,80,2,4,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,68,5,14,3,1,86,3,0,2,22,28,38,80,2,4,4
4,1190,5000,2348.1,198.21,42,0.26,2359.09,68,5,14,3,1,86,3,0,2,22,28,38,80,2,4,4
5,1190,10000,2798.26,199.36,30,0.22,2809.48,68,5,14,3,1,86,3,0,2,22,28,38,80,2,4,4
0,1190,1000,56.56,90.94,216,21.64,68.04,68,5,14,3,1,86,3,0,2,22,28,38,80,1,5,4
1,1190,2000,735.02,171.98,66,0.88,746.18,68,5,14,3,1,86,3,0,2,22,28,38,80,1,5,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,68,5,14,3,1,86,3,0,2,22,28,38,80,1,5,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,68,5,14,3,1,86,3,0,2,22,28,38,80,1,5,4
4,1190,5000,2348.1,198.21,42,0.26,2359.09,68,5,14,3,1,86,3,0,2,22,28,38,80,1,5,4
5,1190,10000,2798.07,199.36,30,0.22,2809.29,68,5,14,3,1,86,3,0,2,22,28,38,80,1,5,4
0,1190,1000,56.56,90.94,216,21.64,68.04,68,5,14,3,1,86,3,0,2,22,28,38,80,0,6,4
1,1190,2000,735.02,171.98,66,0.88,746.18,68,5,14,3,1,86,3,0,2,22,28,38,80,0,6,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,68,5,14,3,1,86,3,0,2,22,28,38,80,0,6,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,68,5,14,3,1,86,3,0,2,22,28,38,80,0,6,4
4,1190,5000,2348.1,198.21,42,0.26,2359.09,68,5,14,3,1,86,3,0,2,22,28,38,80,0,6,4
5,1190,10000,2798.07,199.36,30,0.22,2809.29,68,5,14,3,1,86,3,0,2,22,28,38,80,0,6,4
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,1,86,3,0,2,22,28,38,80,0,6,4
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,1,86,3,0,2,22,28,38,80,0,6,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,1,86,3,0,2,22,28,38,80,0,6,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,1,86,3,0,2,22,28,38,80,0,6,4
4,1190,5000,2348.02,198.2,42,0.26,2359.01,69,5,13,3,1,86,3,0,2,22,28,38,80,0,6,4
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,1,86,3,0,2,22,28,38,80,0,6,4
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,1,86,3,0,3,22,28,37,80,0,6,4
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,1,86,3,0,3,22,28,37,80,0,6,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,1,86,3,0,3,22,28,37,80,0,6,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,1,86,3,0,3,22,28,37,80,0,6,4
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,1,86,3,0,3,22,28,37,80,0,6,4
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,1,86,3,0,3,22,28,37,80,0,6,4
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,1,86,3,0,3,22,28,37,81,0,5,4
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,1,86,3,0,3,22,28,37,81,0,5,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,1,86,3,0,3,22,28,37,81,0,5,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,1,86,3,0,3,22,28,37,81,0,5,4
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,1,86,3,0,3,22,28,37,81,0,5,4
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,1,86,3,0,3,22,28,37,81,0,5,4
0,1190,1000,57.8,91.1,216,21.39,69.29,70,5,12,3,1,86,3,0,3,22,28,37,81,0,5,4
1,1190,2000,734.98,171.98,66,0.88,746.14,70,5,12,3,1,86,3,0,3,22,28,37,81,0,5,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,70,5,12,3,1,86,3,0,3,22,28,37,81,0,5,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,70,5,12,3,1,86,3,0,3,22,28,37,81,0,5,4
4,1190,5000,2348.02,198.2,42,0.26,2359.01,70,5,12,3,1,86,3,0,3,22,28,37,81,0,5,4
5,1190,10000,2798.07,199.36,30,0.22,2809.29,70,5,12,3,1,86,3,0,3,22,28,37,81,0,5,4
0,1190,1000,57.8,91.1,216,21.39,69.29,70,5,12,3,1,85,3,1,3,22,28,37,81,0,5,4
1,1190,2000,734.98,171.98,66,0.88,746.14,70,5,12,3,1,85,3,1,3,22,28,37,81,0,5,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,70,5,12,3,1,85,3,1,3,22,28,37,81,0,5,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,70,5,12,3,1,85,3,1,3,22,28,37,81,0,5,4
4,1190,5000,2348.02,198.2,42,0.26,2359.01,70,5,12,3,1,85,3,1,3,22,28,37,81,0,5,4
5,1190,10000,2798.26,199.36,30,0.22,2809.48,70,5,12,3,1,85,3,1,3,22,28,37,81,0,5,4
0,1190,1000,57.8,91.1,216,21.39,69.29,70,5,12,3,1,85,3,1,2,22,28,38,81,0,5,4
1,1190,2000,734.98,171.98,66,0.88,746.14,70,5,12,3,1,85,3,1,2,22,28,38,81,0,5,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,70,5,12,3,1,85,3,1,2,22,28,38,81,0,5,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,70,5,12,3,1,85,3,1,2,22,28,38,81,0,5,4
4,1190,5000,2348.02,198.2,42,0.26,2359.01,70,5,12,3,1,85,3,1,2,22,28,38,81,0,5,4
5,1190,10000,2798.26,199.36,30,0.22,2809.48,70,5,12,3,1,85,3,1,2,22,28,38,81,0,5,4
0,1190,1000,57.8,91.1,216,21.39,69.29,70,5,12,3,1,85,3,1,2,22,28,38,81,0,4,5
1,1190,2000,734.98,171.98,66,0.88,746.14,70,5,12,3,1,85,3,1,2,22,28,38,81,0,4,5
2,1190,3000,1171.65,199.25,30,0.52,1182.38,70,5,12,3,1,85,3,1,2,22,28,38,81,0,4,5
3,1190,4000,1714.63,197.22,36,0.36,1726.06,70,5,12,3,1,85,3,1,2,22,28,38,81,0,4,5
4,1190,5000,2348.02,198.2,42,0.26,2359.01,70,5,12,3,1,85,3,1,2,22,28,38,81,0,4,5
5,1190,10000,2798.26,199.36,30,0.22,2809.48,70,5,12,3,1,85,3,1,2,22,28,38,81,0,4,5
0,1190,1000,57.8,91.1,216,21.39,69.29,70,5,12,3,1,84,4,1,2,22,28,38,81,0,4,5
1,1190,2000,734.98,171.98,66,0.88,746.14,70,5,12,3,1,84,4,1,2,22,28,38,81,0,4,5
2,1190,3000,1171.65,199.25,30,0.52,1182.38,70,5,12,3,1,84,4,1,2,22,28,38,81,0,4,5
3,1190,4000,1714.63,197.22,36,0.36,1726.06,70,5,12,3,1,84,4,1,2,22,28,38,81,0,4,5
4,1190,5000,2348.02,198.2,42,0.26,2359.01,70,5,12,3,1,84,4,1,2,22,28,38,81,0,4,5
5,1190,10000,2798.26,199.36,30,0.22,2809.48,70,5,12,3,1,84,4,1,2,22,28,38,81,0,4,5
0,1190,1000,57.8,91.1,216,21.39,69.29,70,5,12,3,2,84,4,0,2,22,28,38,81,0,4,5
1,1190,2000,734.98,171.98,66,0.88,746.14,70,5,12,3,2,84,4,0,2,22,28,38,81,0,4,5
2,1190,3000,1171.65,199.25,30,0.52,1182.38,70,5,12,3,2,84,4,0,2,22,28,38,81,0,4,5
3,1190,4000,1714.63,197.22,36,0.36,1726.06,70,5,12,3,2,84,4,0,2,22,28,38,81,0,4,5
4,1190,5000,2348.02,198.2,42,0.26,2359.01,70,5,12,3,2,84,4,0,2,22,28,38,81,0,4,5
5,1190,10000,2798.26,199.36,30,0.22,2809.48,70,5,12,3,2,84,4,0,2,22,28,38,81,0,4,5
0,1190,1000,57.38,91.03,216,21.49,68.86,69,6,12,3,2,84,4,0,2,22,28,38,81,0,4,5
1,1190,2000,735.02,171.98,66,0.88,746.18,69,6,12,3,2,84,4,0,2,22,28,38,81,0,4,5
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,6,12,3,2,84,4,0,2,22,28,38,81,0,4,5
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,6,12,3,2,84,4,0,2,22,28,38,81,0,4,5
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,6,12,3,2,84,4,0,2,22,28,38,81,0,4,5
5,1190,10000,2798.26,199.36,30,0.22,2809.48,69,6,12,3,2,84,4,0,2,22,28,38,81,0,4,5
0,1190,1000,57.38,91.03,216,21.49,68.86,69,6,12,3,2,84,4,0,2,22,28,38,80,0,5,5
1,1190,2000,735.02,171.98,66,0.88,746.18,69,6,12,3,2,84,4,0,2,22,28,38,80,0,5,5
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,6,12,3,2,84,4,0,2,22,28,38,80,0,5,5
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,6,12,3,2,84,4,0,2,22,28,38,80,0,5,5
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,6,12,3,2,84,4,0,2,22,28,38,80,0,5,5
5,1190,10000,2798.26,199.36,30,0.22,2809.48,69,6,12,3,2,84,4,0,2,22,28,38,80,0,5,5
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,2,84,4,0,2,22,28,38,80,0,5,5
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,2,84,4,0,2,22,28,38,80,0,5,5
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,2,84,4,0,2,22,28,38,80,0,5,5
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,2,84,4,0,2,22,28,38,80,0,5,5
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,2,84,4,0,2,22,28,38,80,0,5,5
5,1190,10000,2798.26,199.36,30,0.22,2809.48,69,5,13,3,2,84,4,0,2,22,28,38,80,0,5,5
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,2,84,4,0,2,22,28,38,80,0,6,4
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,2,84,4,0,2,22,28,38,80,0,6,4
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,2,84,4,0,2,22,28,38,80,0,6,4
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,2,84,4,0,2,22,28,38,80,0,6,4
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,2,84,4,0,2,22,28,38,80,0,6,4
5,1190,10000,2798.26,199.36,30,0.22,2809.48,69,5,13,3,2,84,4,0,2,22,28,38,80,0,6,4
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,2,84,4,0,2,22,28,38,80,1,6,3
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,2,84,4,0,2,22,28,38,80,1,6,3
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,2,84,4,0,2,22,28,38,80,1,6,3
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,2,84,4,0,2,22,28,38,80,1,6,3
4,1190,5000,2348.02,198.2,42,0.26,2359.01,69,5,13,3,2,84,4,0,2,22,28,38,80,1,6,3
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,2,84,4,0,2,22,28,38,80,1,6,3
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,2,84,4,0,2,22,28,38,81,2,5,2
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,2,84,4,0,2,22,28,38,81,2,5,2
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,2,84,4,0,2,22,28,38,81,2,5,2
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,2,84,4,0,2,22,28,38,81,2,5,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,2,84,4,0,2,22,28,38,81,2,5,2
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,2,84,4,0,2,22,28,38,81,2,5,2
0,1190,1000,57.25,91.03,216,21.5,68.73,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
1,1190,2000,735.02,171.98,66,0.88,746.18,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
2,1190,3000,1171.65,199.25,30,0.52,1182.38,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
3,1190,4000,1714.63,197.22,36,0.36,1726.06,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
4,1190,5000,2348.1,198.21,42,0.26,2359.09,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
5,1190,10000,2798.07,199.36,30,0.22,2809.29,69,5,13,3,2,84,4,0,2,22,28,38,81,1,6,2
0,1190,1000,26.61,94.23,156,27.25,38.1,70,5,13,2,2,84,4,0,2,22,28,38,81,1,6,2
1,1190,2000,660.78,176.8,24,0.94,672.26,70,5,13,2,2,84,4,0,2,22,28,38,81,1,6,2
2,1190,3000,1289.15,197.12,18,0.47,1301.57,70,5,13,2,2,84,4,0,2,22,28,38,81,1,6,2
3,1190,4000,1869.28,197.36,24,0.33,1880.95,70,5,13,2,2,84,4,0,2,22,28,38,81,1,6,2
4,1190,5000,2603.73,198.23,24,0.24,2614.88,70,5,13,2,2,84,4,0,2,22,28,38,81,1,6,2
5,1190,10000,2670.36,197.81,6,0.23,2681.3,70,5,13,2,2,84,4,0,2,22,28,38,81,1,6,2
