index_time,sectionID,time stamp,delay,density,flow,speed,travel time,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16
0,1190,1000,26.61,94.23,156,27.25,38.1,70,5,13,2,2,84,4,0,2,22,28,38,80,2,6,2
1,1190,2000,660.78,176.8,24,0.94,672.26,70,5,13,2,2,84,4,0,2,22,28,38,80,2,6,2
2,1190,3000,1289.15,197.12,18,0.47,1301.57,70,5,13,2,2,84,4,0,2,22,28,38,80,2,6,2
3,1190,4000,1869.28,197.36,24,0.33,1880.95,70,5,13,2,2,84,4,0,2,22,28,38,80,2,6,2
4,1190,5000,2603.73,198.23,24,0.24,2614.88,70,5,13,2,2,84,4,0,2,22,28,38,80,2,6,2
5,1190,10000,2670.36,197.81,6,0.23,2681.3,70,5,13,2,2,84,4,0,2,22,28,38,80,2,6,2
0,1190,1000,26.61,94.23,156,27.25,38.1,70,5,13,2,3,83,4,0,2,22,28,38,80,2,6,2
1,1190,2000,660.78,176.8,24,0.94,672.26,70,5,13,2,3,83,4,0,2,22,28,38,80,2,6,2
2,1190,3000,1289.15,197.12,18,0.47,1301.57,70,5,13,2,3,83,4,0,2,22,28,38,80,2,6,2
3,1190,4000,1869.28,197.36,24,0.33,1880.95,70,5,13,2,3,83,4,0,2,22,28,38,80,2,6,2
4,1190,5000,2603.73,198.23,24,0.24,2614.88,70,5,13,2,3,83,4,0,2,22,28,38,80,2,6,2
5,1190,10000,2670.36,197.81,6,0.23,2681.3,70,5,13,2,3,83,4,0,2,22,28,38,80,2,6,2
0,1190,1000,26.61,94.23,156,27.25,38.1,70,5,13,2,3,83,4,0,2,22,28,38,79,3,6,2
1,1190,2000,660.78,176.8,24,0.94,672.26,70,5,13,2,3,83,4,0,2,22,28,38,79,3,6,2
2,1190,3000,1289.15,197.12,18,0.47,1301.57,70,5,13,2,3,83,4,0,2,22,28,38,79,3,6,2
3,1190,4000,1869.28,197.36,24,0.33,1880.95,70,5,13,2,3,83,4,0,2,22,28,38,79,3,6,2
4,1190,5000,2603.73,198.23,24,0.24,2614.88,70,5,13,2,3,83,4,0,2,22,28,38,79,3,6,2
5,1190,10000,2670.36,197.81,6,0.23,2681.3,70,5,13,2,3,83,4,0,2,22,28,38,79,3,6,2
0,1190,1000,26.61,94.23,156,27.25,38.1,70,5,13,2,3,82,4,1,2,22,28,38,79,3,6,2
1,1190,2000,660.78,176.8,24,0.94,672.26,70,5,13,2,3,82,4,1,2,22,28,38,79,3,6,2
2,1190,3000,1289.15,197.12,18,0.47,1301.57,70,5,13,2,3,82,4,1,2,22,28,38,79,3,6,2
3,1190,4000,1869.28,197.36,24,0.33,1880.95,70,5,13,2,3,82,4,1,2,22,28,38,79,3,6,2
4,1190,5000,2603.73,198.23,24,0.24,2614.88,70,5,13,2,3,82,4,1,2,22,28,38,79,3,6,2
5,1190,10000,2670.36,197.81,6,0.23,2681.3,70,5,13,2,3,82,4,1,2,22,28,38,79,3,6,2
0,1190,1000,28.42,94.96,150,27.29,39.95,71,4,13,2,3,82,4,1,2,22,28,38,79,3,6,2
1,1190,2000,665.64,177.12,24,0.93,676.9,71,4,13,2,3,82,4,1,2,22,28,38,79,3,6,2
2,1190,3000,1291.37,200.05,18,0.47,1303.29,71,4,13,2,3,82,4,1,2,22,28,38,79,3,6,2
3,1190,4000,1869.53,200.27,24,0.33,1881.56,71,4,13,2,3,82,4,1,2,22,28,38,79,3,6,2
4,1190,5000,2605.6,201.15,24,0.24,2616.41,71,4,13,2,3,82,4,1,2,22,28,38,79,3,6,2
5,1190,10000,2670.36,200.76,6,0.23,2681.3,71,4,13,2,3,82,4,1,2,22,28,38,79,3,6,2
0,1190,1000,28.42,94.96,150,27.29,39.95,71,4,13,2,3,81,5,1,2,22,28,38,79,3,6,2
1,1190,2000,665.64,177.12,24,0.93,676.9,71,4,13,2,3,81,5,1,2,22,28,38,79,3,6,2
2,1190,3000,1291.37,200.05,18,0.47,1303.29,71,4,13,2,3,81,5,1,2,22,28,38,79,3,6,2
3,1190,4000,1869.53,200.27,24,0.33,1881.56,71,4,13,2,3,81,5,1,2,22,28,38,79,3,6,2
4,1190,5000,2605.6,201.15,24,0.24,2616.41,71,4,13,2,3,81,5,1,2,22,28,38,79,3,6,2
5,1190,10000,2670.36,200.76,6,0.23,2681.3,71,4,13,2,3,81,5,1,2,22,28,38,79,3,6,2
0,1190,1000,28.42,94.96,150,27.29,39.95,71,4,13,2,3,81,5,1,2,22,28,38,80,3,5,2
1,1190,2000,665.64,177.12,24,0.93,676.9,71,4,13,2,3,81,5,1,2,22,28,38,80,3,5,2
2,1190,3000,1291.37,200.05,18,0.47,1303.29,71,4,13,2,3,81,5,1,2,22,28,38,80,3,5,2
3,1190,4000,1869.53,200.27,24,0.33,1881.56,71,4,13,2,3,81,5,1,2,22,28,38,80,3,5,2
4,1190,5000,2605.6,201.15,24,0.24,2616.41,71,4,13,2,3,81,5,1,2,22,28,38,80,3,5,2
5,1190,10000,2670.36,200.76,6,0.23,2681.3,71,4,13,2,3,81,5,1,2,22,28,38,80,3,5,2
0,1190,1000,71,90.06,216,20.61,82.48,71,3,13,3,3,81,5,1,2,22,28,38,80,3,5,2
1,1190,2000,693.8,172.86,36,0.95,705.5,71,3,13,3,3,81,5,1,2,22,28,38,80,3,5,2
2,1190,3000,1217.8,199.26,48,0.5,1228.38,71,3,13,3,3,81,5,1,2,22,28,38,80,3,5,2
3,1190,4000,1731.39,197.43,48,0.36,1742.66,71,3,13,3,3,81,5,1,2,22,28,38,80,3,5,2
4,1190,5000,2325.2,199.29,36,0.27,2336.06,71,3,13,3,3,81,5,1,2,22,28,38,80,3,5,2
5,1190,10000,2870.76,200.49,24,0.22,2881.79,71,3,13,3,3,81,5,1,2,22,28,38,80,3,5,2
0,1190,1000,72.06,85.8,246,19.83,83.58,70,3,13,4,3,81,5,1,2,22,28,38,80,3,5,2
1,1190,2000,591.72,154.58,108,1.13,602.64,70,3,13,4,3,81,5,1,2,22,28,38,80,3,5,2
2,1190,3000,1049.47,191.02,84,0.6,1060.61,70,3,13,4,3,81,5,1,2,22,28,38,80,3,5,2
3,1190,4000,1521.3,199.62,54,0.41,1533.01,70,3,13,4,3,81,5,1,2,22,28,38,80,3,5,2
4,1190,5000,1827.08,201.19,42,0.34,1838.38,70,3,13,4,3,81,5,1,2,22,28,38,80,3,5,2
5,1190,10000,2187.68,201.18,36,0.28,2199.34,70,3,13,4,3,81,5,1,2,22,28,38,80,3,5,2
0,1190,1000,72.06,85.8,246,19.83,83.58,70,3,13,4,3,81,5,1,2,22,28,38,80,4,5,1
1,1190,2000,591.72,154.58,108,1.13,602.64,70,3,13,4,3,81,5,1,2,22,28,38,80,4,5,1
2,1190,3000,1049.47,191.02,84,0.6,1060.61,70,3,13,4,3,81,5,1,2,22,28,38,80,4,5,1
3,1190,4000,1611.45,198.64,72,0.39,1623.08,70,3,13,4,3,81,5,1,2,22,28,38,80,4,5,1
4,1190,5000,1826.93,201.18,42,0.34,1838.23,70,3,13,4,3,81,5,1,2,22,28,38,80,4,5,1
5,1190,10000,2164.3,201.18,36,0.28,2175.62,70,3,13,4,3,81,5,1,2,22,28,38,80,4,5,1
0,1190,1000,78.78,87.76,222,22.16,90.33,70,2,13,5,3,81,5,1,2,22,28,38,80,4,5,1
1,1190,2000,696.21,156.41,114,0.99,707.17,70,2,13,5,3,81,5,1,2,22,28,38,80,4,5,1
2,1190,3000,1158.01,190.68,54,0.55,1168.98,70,2,13,5,3,81,5,1,2,22,28,38,80,4,5,1
3,1190,4000,1555.3,196.02,84,0.4,1566.5,70,2,13,5,3,81,5,1,2,22,28,38,80,4,5,1
4,1190,5000,2012.58,200.61,54,0.31,2024.37,70,2,13,5,3,81,5,1,2,22,28,38,80,4,5,1
5,1190,10000,2197.51,201.29,42,0.28,2209.22,70,2,13,5,3,81,5,1,2,22,28,38,80,4,5,1
0,1190,1000,79.25,87.82,222,22.05,90.79,71,2,12,5,3,81,5,1,2,22,28,38,80,4,5,1
1,1190,2000,696.21,156.41,114,0.99,707.17,71,2,12,5,3,81,5,1,2,22,28,38,80,4,5,1
2,1190,3000,1158.01,190.68,54,0.55,1168.98,71,2,12,5,3,81,5,1,2,22,28,38,80,4,5,1
3,1190,4000,1555.3,196.02,84,0.4,1566.5,71,2,12,5,3,81,5,1,2,22,28,38,80,4,5,1
4,1190,5000,2007.79,200.27,60,0.31,2019.56,71,2,12,5,3,81,5,1,2,22,28,38,80,4,5,1
5,1190,10000,2234.86,201.19,36,0.27,2246.11,71,2,12,5,3,81,5,1,2,22,28,38,80,4,5,1
0,1190,1000,79.25,87.82,222,22.05,90.79,71,2,12,5,3,81,5,1,2,21,28,39,80,4,5,1
1,1190,2000,696.21,156.41,114,0.99,707.17,71,2,12,5,3,81,5,1,2,21,28,39,80,4,5,1
2,1190,3000,1158.01,190.68,54,0.55,1168.98,71,2,12,5,3,81,5,1,2,21,28,39,80,4,5,1
3,1190,4000,1555.3,196.02,84,0.4,1566.5,71,2,12,5,3,81,5,1,2,21,28,39,80,4,5,1
4,1190,5000,2007.79,200.27,60,0.31,2019.56,71,2,12,5,3,81,5,1,2,21,28,39,80,4,5,1
5,1190,10000,2234.86,201.19,36,0.27,2246.11,71,2,12,5,3,81,5,1,2,21,28,39,80,4,5,1
0,1190,1000,79.25,87.82,222,22.05,90.79,71,2,12,5,2,82,5,1,2,21,28,39,80,4,5,1
1,1190,2000,696.21,156.41,114,0.99,707.17,71,2,12,5,2,82,5,1,2,21,28,39,80,4,5,1
2,1190,3000,1158.01,190.68,54,0.55,1168.98,71,2,12,5,2,82,5,1,2,21,28,39,80,4,5,1
3,1190,4000,1561.09,197.17,84,0.4,1572.3,71,2,12,5,2,82,5,1,2,21,28,39,80,4,5,1
4,1190,5000,1915.32,201.1,36,0.32,1927.02,71,2,12,5,2,82,5,1,2,21,28,39,80,4,5,1
5,1190,10000,2242.94,201.18,36,0.27,2253.94,71,2,12,5,2,82,5,1,2,21,28,39,80,4,5,1
0,1190,1000,92.13,82.13,276,19.13,103.55,71,2,11,6,2,82,5,1,2,21,28,39,80,4,5,1
1,1190,2000,531.8,138.11,120,1.43,542.83,71,2,11,6,2,82,5,1,2,21,28,39,80,4,5,1
2,1190,3000,957.05,179.7,132,0.69,968.55,71,2,11,6,2,82,5,1,2,21,28,39,80,4,5,1
3,1190,4000,1177.18,198.28,90,0.53,1188.4,71,2,11,6,2,82,5,1,2,21,28,39,80,4,5,1
4,1190,5000,1369.88,200.74,60,0.44,1381.09,71,2,11,6,2,82,5,1,2,21,28,39,80,4,5,1
5,1190,10000,1699.8,200.1,60,0.36,1711.17,71,2,11,6,2,82,5,1,2,21,28,39,80,4,5,1
0,1190,1000,91.05,82.56,270,19.35,102.48,72,2,10,6,2,82,5,1,2,21,28,39,80,4,5,1
1,1190,2000,539.9,136.41,138,1.41,550.94,72,2,10,6,2,82,5,1,2,21,28,39,80,4,5,1
2,1190,3000,910.08,176.05,114,0.74,921.46,72,2,10,6,2,82,5,1,2,21,28,39,80,4,5,1
3,1190,4000,1235.58,197.87,102,0.52,1247.03,72,2,10,6,2,82,5,1,2,21,28,39,80,4,5,1
4,1190,5000,1335.87,201.2,60,0.46,1346.79,72,2,10,6,2,82,5,1,2,21,28,39,80,4,5,1
5,1190,10000,1676.04,200.09,60,0.36,1687.58,72,2,10,6,2,82,5,1,2,21,28,39,80,4,5,1
0,1190,1000,91.05,82.56,270,19.35,102.48,72,2,10,6,2,83,4,1,2,21,28,39,80,4,5,1
1,1190,2000,539.9,136.41,138,1.41,550.94,72,2,10,6,2,83,4,1,2,21,28,39,80,4,5,1
2,1190,3000,910.08,176.05,114,0.74,921.46,72,2,10,6,2,83,4,1,2,21,28,39,80,4,5,1
3,1190,4000,1235.58,197.87,102,0.52,1247.03,72,2,10,6,2,83,4,1,2,21,28,39,80,4,5,1
4,1190,5000,1335.87,201.2,60,0.46,1346.79,72,2,10,6,2,83,4,1,2,21,28,39,80,4,5,1
5,1190,10000,1676.04,200.09,60,0.36,1687.58,72,2,10,6,2,83,4,1,2,21,28,39,80,4,5,1
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,2,83,4,1,2,21,28,39,80,4,5,1
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,2,83,4,1,2,21,28,39,80,4,5,1
2,1190,3000,828.92,159.79,150,0.87,840.2,72,2,9,7,2,83,4,1,2,21,28,39,80,4,5,1
3,1190,4000,950.95,192.81,96,0.68,962.24,72,2,9,7,2,83,4,1,2,21,28,39,80,4,5,1
4,1190,5000,1124.13,196.05,90,0.54,1135.41,72,2,9,7,2,83,4,1,2,21,28,39,80,4,5,1
5,1190,10000,1424.79,195.72,66,0.43,1435.95,72,2,9,7,2,83,4,1,2,21,28,39,80,4,5,1
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,1,84,4,1,2,21,28,39,80,4,5,1
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,1,84,4,1,2,21,28,39,80,4,5,1
2,1190,3000,828.92,159.79,150,0.87,840.2,72,2,9,7,1,84,4,1,2,21,28,39,80,4,5,1
3,1190,4000,950.95,192.81,96,0.68,962.24,72,2,9,7,1,84,4,1,2,21,28,39,80,4,5,1
4,1190,5000,1124.13,196.05,90,0.54,1135.41,72,2,9,7,1,84,4,1,2,21,28,39,80,4,5,1
5,1190,10000,1424.79,195.72,66,0.43,1435.95,72,2,9,7,1,84,4,1,2,21,28,39,80,4,5,1
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,2,21,28,39,80,4,5,1
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,2,21,28,39,80,4,5,1
2,1190,3000,828.92,159.79,150,0.87,840.2,72,2,9,7,0,85,4,1,2,21,28,39,80,4,5,1
3,1190,4000,950.95,192.81,96,0.68,962.24,72,2,9,7,0,85,4,1,2,21,28,39,80,4,5,1
4,1190,5000,1124.13,196.05,90,0.54,1135.41,72,2,9,7,0,85,4,1,2,21,28,39,80,4,5,1
5,1190,10000,1424.79,195.72,66,0.43,1435.95,72,2,9,7,0,85,4,1,2,21,28,39,80,4,5,1
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,2,21,28,39,80,3,5,2
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,2,21,28,39,80,3,5,2
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,2,21,28,39,80,3,5,2
3,1190,4000,946.06,196.13,96,0.69,957.36,72,2,9,7,0,85,4,1,2,21,28,39,80,3,5,2
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,2,21,28,39,80,3,5,2
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,2,21,28,39,80,3,5,2
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,2,21,28,39,80,3,4,3
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,2,21,28,39,80,3,4,3
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,2,21,28,39,80,3,4,3
3,1190,4000,912.87,196.48,90,0.71,924.17,72,2,9,7,0,85,4,1,2,21,28,39,80,3,4,3
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,2,21,28,39,80,3,4,3
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,2,21,28,39,80,3,4,3
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,2,21,28,39,79,4,4,3
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,2,21,28,39,79,4,4,3
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,2,21,28,39,79,4,4,3
3,1190,4000,946.06,196.13,96,0.69,957.36,72,2,9,7,0,85,4,1,2,21,28,39,79,4,4,3
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,2,21,28,39,79,4,4,3
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,2,21,28,39,79,4,4,3
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,2,21,29,38,79,4,4,3
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,2,21,29,38,79,4,4,3
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,2,21,29,38,79,4,4,3
3,1190,4000,946.06,196.13,96,0.69,957.36,72,2,9,7,0,85,4,1,2,21,29,38,79,4,4,3
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,2,21,29,38,79,4,4,3
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,2,21,29,38,79,4,4,3
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,2,22,28,38,79,4,4,3
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,2,22,28,38,79,4,4,3
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,2,22,28,38,79,4,4,3
3,1190,4000,946.06,196.13,96,0.69,957.36,72,2,9,7,0,85,4,1,2,22,28,38,79,4,4,3
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,2,22,28,38,79,4,4,3
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,2,22,28,38,79,4,4,3
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,1,22,28,39,79,4,4,3
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,1,22,28,39,79,4,4,3
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,1,22,28,39,79,4,4,3
3,1190,4000,946.06,196.13,96,0.69,957.36,72,2,9,7,0,85,4,1,1,22,28,39,79,4,4,3
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,1,22,28,39,79,4,4,3
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,1,22,28,39,79,4,4,3
0,1190,1000,105.84,78.24,330,18.22,117.17,72,2,9,7,0,85,4,1,0,22,29,39,79,4,4,3
1,1190,2000,447.4,124.79,168,1.85,458.65,72,2,9,7,0,85,4,1,0,22,29,39,79,4,4,3
2,1190,3000,786.2,159.58,138,0.9,797.48,72,2,9,7,0,85,4,1,0,22,29,39,79,4,4,3
3,1190,4000,946.06,196.13,96,0.69,957.36,72,2,9,7,0,85,4,1,0,22,29,39,79,4,4,3
4,1190,5000,1123.02,199.44,90,0.54,1134.31,72,2,9,7,0,85,4,1,0,22,29,39,79,4,4,3
5,1190,10000,1416.12,198.66,66,0.43,1427.28,72,2,9,7,0,85,4,1,0,22,29,39,79,4,4,3
0,1190,1000,125.1,79.8,318,17.53,136.46,73,2,8,7,0,85,4,1,0,22,29,39,79,4,4,3
1,1190,2000,475.46,125.02,180,1.76,486.76,73,2,8,7,0,85,4,1,0,22,29,39,79,4,4,3
2,1190,3000,792.89,160.67,150,0.88,804,73,2,8,7,0,85,4,1,0,22,29,39,79,4,4,3
3,1190,4000,937.43,191.41,108,0.69,948.74,73,2,8,7,0,85,4,1,0,22,29,39,79,4,4,3
4,1190,5000,1123.77,196.49,90,0.54,1135.06,73,2,8,7,0,85,4,1,0,22,29,39,79,4,4,3
5,1190,10000,1424.76,195.72,66,0.43,1435.92,73,2,8,7,0,85,4,1,0,22,29,39,79,4,4,3
0,1190,1000,125.1,79.8,318,17.53,136.46,73,2,8,7,0,85,4,1,0,22,29,39,79,4,5,2
1,1190,2000,475.46,125.02,180,1.76,486.76,73,2,8,7,0,85,4,1,0,22,29,39,79,4,5,2
2,1190,3000,792.89,160.67,150,0.88,804,73,2,8,7,0,85,4,1,0,22,29,39,79,4,5,2
3,1190,4000,953.68,194.15,108,0.67,964.98,73,2,8,7,0,85,4,1,0,22,29,39,79,4,5,2
4,1190,5000,1123.78,199.43,90,0.54,1135.06,73,2,8,7,0,85,4,1,0,22,29,39,79,4,5,2
5,1190,10000,1424.73,198.66,66,0.43,1435.89,73,2,8,7,0,85,4,1,0,22,29,39,79,4,5,2
0,1190,1000,125.1,79.8,318,17.53,136.46,73,2,8,7,0,86,4,0,0,22,29,39,79,4,5,2
1,1190,2000,475.46,125.02,180,1.76,486.76,73,2,8,7,0,86,4,0,0,22,29,39,79,4,5,2
2,1190,3000,792.89,160.67,150,0.88,804,73,2,8,7,0,86,4,0,0,22,29,39,79,4,5,2
3,1190,4000,953.68,194.15,108,0.67,964.98,73,2,8,7,0,86,4,0,0,22,29,39,79,4,5,2
4,1190,5000,1123.78,199.43,90,0.54,1135.06,73,2,8,7,0,86,4,0,0,22,29,39,79,4,5,2
5,1190,10000,1424.73,198.66,66,0.43,1435.89,73,2,8,7,0,86,4,0,0,22,29,39,79,4,5,2
0,1190,1000,125.1,79.8,318,17.53,136.46,73,2,8,7,0,86,4,0,0,21,29,40,79,4,5,2
1,1190,2000,475.46,125.02,180,1.76,486.76,73,2,8,7,0,86,4,0,0,21,29,40,79,4,5,2
2,1190,3000,792.89,160.67,150,0.88,804,73,2,8,7,0,86,4,0,0,21,29,40,79,4,5,2
3,1190,4000,953.68,194.15,108,0.67,964.98,73,2,8,7,0,86,4,0,0,21,29,40,79,4,5,2
